"",".imp",".id","X","RecordedDate","UserLanguage","time","age","gender","married","education","caste_ethnicity","caste_ethnicity_aru","district","rural_urban","past_experience","anxiety","eews_know","opinion_ewws_need","receive_warning","display","behavior","small_behavior","exp1_implement","exp_1_useful","exp_1_interest","ask_again","exp1_treat","exp1_implement_code","exp1_useful_code","exp_1_interest_code","exp_1_interest_code_check","eews_know_code","anxiety_code","caste_ethnicity_code","married_code","gender_code","rural_urban_code","education_code","age_code","opinion_eews_need_code","small_behavior_code","experience_count","experience_score","experience_index","display_score"
"142",0,142,142,"2024-07-19","EN",5.01666666666667,"21-25","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Bhaktapur","City","Personally felt an earthquake before","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Magnitude of earthquake","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.",NA,NA,NA,NA,2,NA,NA,NA,NA,3,4,0,0,0,0,3,0,5,0,1,1,0.0526315789473684,1
"143",0,143,143,"2024-07-19","NE",5.73333333333333,"41-45","Male","Separated","Post-graduate","Newar (Newa)",NA,"Kathmandu","City","Observed","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,4,5,1,0,0,0,4,2,4,1,1,2,0.105263157894737,1
"144",0,144,144,"2024-07-19","EN",11.6833333333333,"21-25","Male","Single (never married)","University (Bachelor)","Other","Singh","Sarlahi","City","Personally felt an earthquake before,Personally have experienced injury,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Epicenter (point of earthquake origin)","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful",NA,NA,1,5,5,NA,NA,3,4,2,0,0,0,3,0,2,0,4,10,0.526315789473684,2
"145",0,145,145,"2024-07-19","EN",10.5666666666667,"26-30","Male","Single (never married)","Post-graduate",NA,NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0,5,5,1,1,4,5,NA,0,0,0,4,1,5,0,5,10,0.526315789473684,6
"146",0,146,146,"2024-07-19","EN",10.8,"21-25","Female","Single (never married)","University (Bachelor)","Bahun",NA,"Sarlahi","Village","Personally felt an earthquake before,Personally have felt strong shaking,Struggled mentally following an earthquake,Observed,Have seen the effects of","Neither agree nor disagree","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Epicenter (point of earthquake origin),Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3,5,5,1,1,2,3,0,0,1,2,3,0,5,1,5,8,0.421052631578947,3
"147",0,147,147,"2024-07-19","EN",5.38333333333333,"26-30","Male","Single (never married)","University (Bachelor)","Newar (Newa)",NA,"Kathmandu","City","Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, I may feel.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,4,5,1,0,0,0,3,1,4,1,6,16,0.842105263157895,1
"148",0,148,148,"2024-07-19","EN",6.03333333333333,"36-40","Male","Married","University (Bachelor)","Bahun",NA,"Kathmandu","Town","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends","Highly agree (Very worried)","I know what it is, how they work, and have formed detailed opinions about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Try to reach my friends, family or anyone near me","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No",NA,1,5,5,0,0,5,5,0,1,0,1,3,2,2,0,3,7,0.368421052631579,5
"149",0,149,149,"2024-07-19","EN",6.96666666666667,"21-25","Male","Single (never married)","University (Bachelor)","Bahun",NA,NA,"Town","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Observed,Have seen the effects of","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking","Take cover and wait for the shaking to stop","I don't know","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","Yes",3,5,5,1,NA,3,4,0,0,0,1,3,0,4,NA,6,12,0.631578947368421,3
"150",0,150,150,"2024-07-19","EN",7.16666666666667,"21-25","Male","Single (never married)","Secondary","Other","Muslim","Bara","City","Personally felt an earthquake before,Personally have felt strong shaking","Slightly agree ","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2,5,5,1,1,1,4,2,0,0,0,2,0,5,1,2,3,0.157894736842105,2
"151",0,151,151,"2024-07-19","EN",4.31666666666667,"21-25","Male","Single (never married)","Secondary","Madhesh",NA,"Siraha","Village","Personally have felt strong shaking,Observed","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.",NA,NA,NA,1,5,NA,NA,NA,3,5,2,0,0,2,2,0,5,1,2,4,0.210526315789474,2
"152",0,152,152,"2024-07-19","EN",6.01666666666667,"36-40","Male","Married","Pre-primary and/or primary","Newar (Newa)",NA,"Kathmandu","Village","Personally have felt strong shaking","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I have no strong opinions about its implementation.","Useful","Yes",NA,2,3,5,1,1,1,5,1,1,0,2,1,2,5,1,1,2,0.105263157894737,1
"153",0,153,153,"2024-07-19","NE",7.08333333333333,"26-30","Male","Single (never married)","Post-graduate","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before","Slightly disagree ","I know what it is and how they work.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.",NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,0,0,0,0,4,1,2,0,1,1,0.0526315789473684,3
"154",0,154,154,"2024-07-20","EN",6.66666666666667,NA,"Male","Single (never married)","Secondary","Bahun",NA,"Lalitpur","City","Personally felt an earthquake before,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin)","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,2,5,4,1,1,3,5,0,0,0,0,2,NA,3,1,2,2,0.105263157894737,4
"155",0,155,155,"2024-07-20","EN",7.23333333333333,"26-30","Male","Single (never married)","Post-graduate","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Suffered financial loss due to an earthquake","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Try to reach my friends, family or anyone near me","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2,5,5,1,1,3,5,0,0,0,0,4,1,5,1,4,10,0.526315789473684,6
"156",0,156,156,"2024-07-20","EN",57.35,"26-30","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Kailali","City","Personally felt an earthquake before","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3,5,5,1,1,2,5,0,0,0,0,3,1,2,0,1,1,0.0526315789473684,1
"157",0,157,157,"2024-07-20","EN",9.63333333333333,"21-25","Male","Single (never married)","University (Bachelor)","Madhesh",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful",NA,NA,2,5,5,NA,NA,3,5,2,0,0,0,3,0,5,0,3,4,0.210526315789474,1
"158",0,158,158,"2024-07-20","EN",31.85,"41-45","Male","Married","University (Bachelor)","Bahun",NA,"Kathmandu","City","Personally have experienced injury,Struggled mentally following an earthquake,Observed","Slightly agree ","I have never heard of it.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,1,4,0,1,0,0,3,2,2,1,3,9,0.473684210526316,6
"159",0,159,159,"2024-07-20","EN",5.11666666666667,NA,"Female","Married","Secondary","Bahun",NA,"Lalitpur","City","Personally have felt strong shaking,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes that will certainly cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No",NA,0,5,5,0,0,2,5,0,1,1,0,2,NA,1,1,6,13,0.684210526315789,5
"160",0,160,160,"2024-07-20","NE",9.06666666666667,"36-40","Male","Married","Post-graduate","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Know family or friends,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","A specific device designed to receive an earthquake early warning","Magnitude of earthquake,Expected duration of shaking,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this should NOT be implemented in Nepal.","Somewhat useful","Ask me again at the end of the survey","No",2,1,4,1,NA,3,4,0,1,0,0,4,2,2,1,8,19,1,3
"161",0,161,161,"2024-07-20","EN",14.5,"46-50","Male","Single (never married)",NA,"Limbu",NA,"Dhankuta","Town","Personally felt an earthquake before,Personally have felt strong shaking,Struggled mentally following an earthquake,Observed,Have seen the effects of","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2,5,5,1,1,3,4,2,0,0,1,NA,3,3,1,5,8,0.421052631578947,2
"162",0,162,162,"2024-07-20","EN",10.05,"26-30","Male","Single (never married)","Post-graduate","Chhetri",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Epicenter (point of earthquake origin)","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful",NA,NA,2,5,5,NA,NA,4,5,0,0,0,0,4,1,2,1,2,3,0.157894736842105,2
"163",0,163,163,"2024-07-20","NE",7.63333333333333,"31-35","Male","Married","Secondary","Chhetri",NA,"Dolakha","Village","Personally have felt strong shaking","Highly agree (Very worried)","I have heard of it but do not know anything about it.","I don’t understand","Mobile phone alert (app)","I don’t know","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.",NA,"Useful","Yes",NA,0,NA,5,1,1,2,5,0,1,0,2,2,1,NA,0,1,2,0.105263157894737,NA
"164",0,164,164,"2024-07-21","EN",9.4,"21-25","Male","Single (never married)","Secondary","Bahun",NA,"Lalitpur","City","Personally have felt strong shaking","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful",NA,NA,3,5,5,NA,NA,3,5,0,0,0,0,2,0,4,1,1,2,0.105263157894737,4
"165",0,165,165,"2024-07-21","EN",26.2166666666667,"31-35","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Expected duration of shaking,Recommended actions","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0,5,5,1,1,3,5,0,0,0,0,3,1,2,1,5,10,0.526315789473684,5
"166",0,166,166,"2024-07-21","EN",6.5,"21-25","Male","Single (never married)","Secondary","Yadav",NA,"Kathmandu","City","Personally felt an earthquake before","Neither agree nor disagree","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Magnitude of earthquake","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","No",NA,1,5,4,0,0,3,3,2,0,0,0,2,0,4,1,1,1,0.0526315789473684,1
"167",0,167,167,"2024-07-21","NE",7.2,NA,"Male","Married","University (Bachelor)","Bahun",NA,"Kathmandu","City","Personally have felt strong shaking,Know family or friends,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin)","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","No",NA,3,4,4,0,0,3,5,0,1,0,0,3,NA,5,1,5,11,0.578947368421053,4
"168",0,168,168,"2024-07-21","EN",10.2833333333333,"51-55","Female","Married","Secondary","Bahun",NA,"Lalitpur","City","Personally have felt strong shaking,Struggled mentally following an earthquake,Have seen the effects of","Neither agree nor disagree","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey",NA,1,5,5,1,NA,1,3,0,1,1,0,2,3,5,1,3,5,0.263157894736842,5
"169",0,169,169,"2024-07-21","NE",40.3,"71-75","Male","Married","Post-graduate","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes that may cause damage.","Public announcements (via a loudspeaker or siren)","Time available before shaking begins,Magnitude of earthquake,Expected duration of shaking,Recommended actions","I don’t know what I would do","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,3,5,4,1,1,2,5,0,1,0,0,4,5,2,1,5,10,0.526315789473684,4
"170",0,170,170,"2024-07-21","EN",10.9,"18-20","Female",NA,"Secondary","Other","Hyolmo","Kathmandu","City","Personally have felt strong shaking,Suffered financial loss due to an earthquake,Observed","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Ask me again at the end of the survey","No",0,5,5,1,NA,3,5,2,NA,1,0,2,0,5,0,3,6,0.315789473684211,1
"171",0,171,171,"2024-07-21","EN",8.06666666666667,"21-25","Female","Single (never married)","Secondary","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Have seen the effects of","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Magnitude of earthquake,Expected intensity of ground shaking,Expected duration of shaking","Try to reach my friends, family or anyone near me","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","No",NA,3,4,4,0,0,1,5,0,0,1,0,2,0,5,1,3,4,0.210526315789474,3
"172",0,172,172,"2024-07-21","EN",6.55,"21-25","Female","Single (never married)","University (Bachelor)","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Observed,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes that may cause damage.","A specific device designed to receive an earthquake early warning","Time available before shaking begins","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No",NA,0,5,5,0,0,4,5,0,0,1,0,3,0,2,1,4,6,0.315789473684211,1
"173",0,173,173,"2024-07-21","EN",15.4166666666667,"21-25","Female",NA,"University (Bachelor)","Bahun",NA,"Lalitpur","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends","Neither agree nor disagree","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0,5,5,1,1,2,3,0,NA,1,0,3,0,5,1,3,7,0.368421052631579,4
"174",0,174,174,"2024-07-21","EN",4.1,"21-25","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Bhaktapur","Town","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I think it is a good thing to implement but not a priority.","Somewhat useful","Ask me again at the end of the survey","No",3,4,4,1,NA,4,5,0,0,0,1,3,0,4,1,6,12,0.631578947368421,4
"175",0,175,175,"2024-07-21","EN",3.46666666666667,"18-20","Male","Single (never married)","Secondary","Bahun",NA,"Makwanpur","City","Personally felt an earthquake before","Highly agree (Very worried)",NA,"For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I don't know","I feel strongly this SHOULD be implemented in Nepal.","Useful","No",NA,1,5,5,0,0,NA,5,0,0,0,0,2,0,4,NA,1,1,0.0526315789473684,1
"176",0,176,176,"2024-07-21","EN",7.31666666666667,"26-30","Male","Single (never married)","University (Bachelor)","Chhetri",NA,"Kathmandu","Town","Personally felt an earthquake before,Personally have felt strong shaking","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,3,5,4,1,1,2,4,0,0,0,1,3,1,4,1,2,3,0.157894736842105,2
"177",0,177,177,"2024-07-21","EN",5.16666666666667,"21-25","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Lalitpur","City","Personally felt an earthquake before,Personally have felt strong shaking","Slightly agree ","I know what it is, how they work, and have formed detailed opinions about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Expected duration of shaking,Recommended actions","Run outside to open space","My behavior would be the same for all earthquakes.","I think it is a good thing to implement but not a priority.","Somewhat useful","Yes",NA,3,4,4,1,1,5,4,0,0,0,0,3,0,2,0,2,3,0.157894736842105,3
"178",0,178,178,"2024-07-21","EN",7.61666666666667,"21-25","Male","Single (never married)","Secondary","Tamang",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Observed,Have seen the effects of","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2,5,5,1,1,2,4,2,0,0,0,2,0,5,1,4,6,0.315789473684211,5
"179",0,179,179,"2024-07-21","EN",6.81666666666667,"18-20","Male","Single (never married)","Secondary","Bahun",NA,"Lalitpur","City","Personally have felt strong shaking","Slightly agree ","I have heard of it but do not know anything about it.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Time available before shaking begins,Recommended actions","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,2,4,0,0,0,0,2,0,3,1,1,2,0.105263157894737,2
"180",0,180,180,"2024-07-21","EN",4.38333333333333,"26-30","Male","Married","University (Bachelor)","Newar (Newa)",NA,"Kathmandu","Town","Suffered financial loss due to an earthquake","Highly agree (Very worried)","I know what it is and how they work.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Other","Take cover and wait for the shaking to stop","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","No",NA,1,5,5,0,0,4,5,1,1,0,1,3,1,3,0,1,2,0.105263157894737,1
"181",0,181,181,"2024-07-21","EN",3.8,"18-20","Male","Single (never married)","University (Bachelor)","Madhesh",NA,"Siraha","Village","Personally felt an earthquake before,Personally have felt strong shaking","Highly agree (Very worried)","I have never heard of it.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2,5,5,1,1,1,5,2,0,0,2,3,0,5,0,2,3,0.157894736842105,1
"182",0,182,182,"2024-07-21","EN",8.66666666666667,"26-30","Male","Single (never married)","University (Bachelor)","Chhetri",NA,"Bhaktapur","City","Personally felt an earthquake before,Personally have felt strong shaking,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,0,5,5,1,1,3,5,0,0,0,0,3,1,5,1,6,10,0.526315789473684,5
"183",0,183,183,"2024-07-21","EN",7.21666666666667,"41-45","Male","Married","Post-graduate","Limbu",NA,"Taplejung","Village","Personally felt an earthquake before,Personally have felt strong shaking,Suffered financial loss due to an earthquake","Slightly agree ","I have heard of it and know a bit about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Mobile phone alert (app)","Time available before shaking begins","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,1,5,5,1,1,3,4,2,1,0,2,4,2,5,1,3,5,0.263157894736842,1
"184",0,184,184,"2024-07-21","EN",6.68333333333333,"18-20","Female","Single (never married)","Secondary","Bahun",NA,"Kathmandu","City","Personally felt an earthquake before,Personally have felt strong shaking,Know family or friends,Observed,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes, I may feel.","Mobile phone alert (app)","Time available before shaking begins","Run outside to open space","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,2,5,5,1,1,3,5,0,0,1,0,2,0,4,1,5,10,0.526315789473684,1
"185",0,185,185,"2024-07-21","EN",4.25,"21-25","Male","Single (never married)","University (Bachelor)","Bahun",NA,"Kathmandu","City","Personally have felt strong shaking,Know family or friends,Have seen the effects of","Highly agree (Very worried)","I have heard of it and know a bit about them.","For all earthquakes that may cause damage.","Mobile phone alert (app)","Time available before shaking begins,Magnitude of earthquake,Epicenter (point of earthquake origin)","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.","I feel strongly this SHOULD be implemented in Nepal.","Somewhat useful","Yes",NA,3,5,4,1,1,3,5,0,0,0,0,3,0,2,1,3,7,0.368421052631579,3
"186",0,186,186,"2024-07-21","EN",5.9,"31-35","Male","Married","University (Bachelor)","Newar (Newa)",NA,NA,"City","Personally felt an earthquake before,Personally have felt strong shaking,Personally have experienced injury,Suffered financial loss due to an earthquake,Struggled mentally following an earthquake","Highly agree (Very worried)","I have heard of it but do not know anything about it.","For all earthquakes, I will certainly feel.","Mobile phone alert (app)","Magnitude of earthquake","Take cover and wait for the shaking to stop","I would change my behavior depending on how big the earthquake was expected to be.",NA,"Somewhat useful","Yes",NA,2,NA,4,1,1,2,5,1,1,0,0,3,1,3,1,5,12,0.631578947368421,1
"187",0,187,187,"2024-07-21","EN",7.35,"36-40","Male","Married","University (Bachelor)","Newar (Newa)",NA,"Kathmandu","City","Personally felt an earthquake before,Struggled mentally following an earthquake,Have seen the effects of","Highly agree (Very worried)","I know what it is, how they work, and have formed detailed opinions about them.","For all earthquakes, independent of whether the shaking could be felt or not.","Social media (Facebook, Twitter)","Time available before shaking begins,Magnitude of earthquake,Expected intensity of ground shaking,Epicenter (point of earthquake origin),Expected duration of shaking","Run outside to open space","My behavior would be the same for all earthquakes.","I feel strongly this SHOULD be implemented in Nepal.","Useful","Yes",NA,3,5,5,1,1,5,5,1,1,0,0,3,2,5,0,3,4,0.210526315789474,5
